SchoolID, StudentID, SubjectCode, SemesterID, BranchID, SubjectID, YearID, DivisionID, SubjectName, Division, Semester, Branch, Department, CourseLevel, AcademicYear, TeacherID
SESH,809,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,809,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,809,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,808,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,808,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,808,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,808,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,808,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,805,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,805,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,805,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,805,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,805,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,843,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,843,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,843,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,843,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,843,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,799,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,799,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,799,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,799,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,799,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,810,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,810,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,810,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,810,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,810,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,851,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,851,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,851,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,851,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,851,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,774,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,774,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,774,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,774,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,774,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,767,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,767,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,767,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,767,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,767,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,831,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,831,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,831,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,831,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,831,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,803,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,803,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,803,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,803,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,803,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,826,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,826,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,826,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,826,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,826,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,842,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,842,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,842,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,842,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,842,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,821,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,821,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,821,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,821,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,821,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,841,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,841,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,841,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,841,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,841,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,828,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,828,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,828,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,828,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,828,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,823,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,823,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,823,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,823,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,823,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,800,3MCA 1,1013,101,3MCA 1,2016,101,Operating Systems,Div 1,Sem II,MCA,MCA,PG,2016,1013
SESH,800,3MCA2,1013,101,3MCA2,2016,101,File Structure & Data Processing,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,800,3MCA 3,1013,101,3MCA 3,2016,101,Java Programming,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,800,3MCA 4,1013,101,3MCA 4,2016,101,Computer Networks,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,800,3MCA 5,1013,101,3MCA 5,2016,101,Computer Oriented Optimization Techniques,Div 1,Sem II,MCA,MCA,PG,2016,0
SESH,630,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,630,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,630,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,630,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,630,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,630,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,630,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,630,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,829,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,829,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,829,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,637,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,637,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,637,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,598,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,598,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,598,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,610,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,610,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,610,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,584,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,584,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,584,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,501,3013,303,501,2016,101,Indian Economics,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,502,3013,303,502,2016,101,Company Accounts,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,503,3013,303,503,2016,101,Industrial Laws,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,504,3013,303,504,2016,101,Company Management & Secretarial Practice,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,505,3013,303,505,2016,101,Investment Management,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,580,506,3013,303,506,2016,101,Sales & Advertising Management,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,580,507,3013,303,507,2016,101,Economics and other Legislations,Div 1,Sem III,BBA,BBA,UG,2016,3011
SESH,580,508,3013,303,508,2016,101,Business Data Processing,Div 1,Sem III,BBA,BBA,UG,2016,0
SESH,758,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,758,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,758,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,758,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,758,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,792,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,792,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,792,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,792,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,792,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,812,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,812,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,812,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,812,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,812,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,796,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,796,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,796,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,796,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,796,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,785,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,785,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,785,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,785,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,785,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,850,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,850,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,850,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,850,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,850,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,811,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,811,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,811,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,811,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,811,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,813,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,813,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,813,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,813,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,813,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
SESH,783,5ST1,2015,201,5ST1,2016,101,CORE JAVA,Div 1,Sem III,BCA,BCA,UG,2016,0
SESH,783,5ST2,2015,201,5ST2,2016,101,NETWORK SECURITY,Div 1,Sem III,BCA,BCA,UG,2016,2012
SESH,783,5ST3,2015,201,5ST3,2016,101,SOFTWARE ENGINEERING,Div 1,Sem III,BCA,BCA,UG,2016,2013
SESH,783,5ST4,2015,201,5ST4,2016,101,COMPUTER GRAPHICS,Div 1,Sem III,BCA,BCA,UG,2016,2015
SESH,783,5ST5,2015,201,5ST5,2016,101,E-COMMERECE,Div 1,Sem III,BCA,BCA,UG,2016,2014
