SchoolID, TeacherID, SubjectID, SubjectCode, SubjectName, YearID, DivisionID, Division, SemesterID, Semester, BranchID, Branch,DepartmentID, Department, CourseLevel, AcademicYear
COEP,10209001,2,ERP-09002,Financial Accounting and Management Accounting,9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,1,ERP-09001,Introduction to ERP (Navigation / Basis / Architecture / ABAP),9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,4,ERP-09004,Production and Operation Management,9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,3,ERP-09003,Supply Chain Management I (Procurement / Warehousing / Sales),9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,7,DE-09003,BASIS,9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,5,DE-09001,Human Resource Management,9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,6,DE-09002,Project Systems,9,4290,Div-1,21,Semester I,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,8,ERP-09005,ERP Implementation Methodology,9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,12,DE-09007,ABAP,9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,13,DE-09008,BASIS,9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,14,DE-09009,SAP - Financial Accounting (FI) and Management Accounting (CO),9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,10,DE-09005,SAP - Sales and Distribution (Order Fulfillment),9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,11,DE-09006,SAP - SCM Planning and Manufacturing,9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,15,DE-09010,SAP-Human Capital Management,9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,9,DE-09004,SAP-Materials Management (Procurement),9,4290,Div-1,22,Semester II,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,30209002,22,ERP-09017,Industry Project,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,30209002,16,DE-09011,SAP eAcademy Financials-Financial Accounting,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,30209002,17,DE-09012,SAP eAcademy Financials-Management Accounting,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,18,DE-09013,SAP eAcademy Human Resources (HCM)-Management & Administration,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,19,DE-09014,SAP eAcademy NetWeaver-ABAP Basics (SAP NetWeaver),9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,30209002,20,DE-09015,SAP- eAcademy SCM – Order Fulfillment,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,23,DE-09017,SAP- eAcademy SCM – Planning and Manufacturing ,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,10209001,21,DE-09016,SAP- eAcademy SCM – Procurement,9,4290,Div-1,23,Semester III,40,Enterprise Resource Planning,2,,PG Diploma,2013
COEP,4198002005,285,CT-11002,Computer Programming LAB,10,4295,Div-6,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,4198002005,284,CT-11001,Fundamentals of Computer Programminng,10,4295,Div-6,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,4105008005,299,PE-11001,Techshop,10,4290,Div-1,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,4105008005,299,PE-11001,Techshop,10,4290,Div-1,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,4105008005,299,PE-11001,Techshop,10,4290,Div-1,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,419817002,293,CH-11001,Engineering Chemistry,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,419817002,294,CH-11002,Engineering Chemistry LAB,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,419817002,293,CH-11001,Engineering Chemistry,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,419817002,294,CH-11002,Engineering Chemistry LAB,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,419817002,293,CH-11001,Engineering Chemistry,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,419817002,294,CH-11002,Engineering Chemistry LAB,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,419817002,293,CH-11001,Engineering Chemistry,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,419817002,294,CH-11002,Engineering Chemistry LAB,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410717015,293,CH-11001,Engineering Chemistry,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410717015,294,CH-11002,Engineering Chemistry LAB,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410717015,293,CH-11001,Engineering Chemistry,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410717015,294,CH-11002,Engineering Chemistry LAB,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410717015,293,CH-11001,Engineering Chemistry,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410717015,294,CH-11002,Engineering Chemistry LAB,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410717015,293,CH-11001,Engineering Chemistry,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410717015,294,CH-11002,Engineering Chemistry LAB,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,417917024,293,CH-11001,Engineering Chemistry,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,417917024,294,CH-11002,Engineering Chemistry LAB,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,417917024,293,CH-11001,Engineering Chemistry,10,4293,Div-4,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,417917024,294,CH-11002,Engineering Chemistry LAB,10,4293,Div-4,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,417917024,293,CH-11001,Engineering Chemistry,10,4293,Div-4,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,417917024,294,CH-11002,Engineering Chemistry LAB,10,4293,Div-4,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,417917024,293,CH-11001,Engineering Chemistry,10,4293,Div-4,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,417917024,294,CH-11002,Engineering Chemistry LAB,10,4293,Div-4,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411008012,299,PE-11001,Techshop,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411008012,299,PE-11001,Techshop,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,411008012,299,PE-11001,Techshop,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411008012,299,PE-11001,Techshop,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,4196001006,282,CE-11001,Engineering Mechanics,10,4295,Div-6,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,4105008001,299,PE-11001,Techshop,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,4105008001,299,PE-11001,Techshop,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,4105008001,299,PE-11001,Techshop,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,4105008001,299,PE-11001,Techshop,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411017027,293,CH-11001,Engineering Chemistry,10,4290,Div-1,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411017027,294,CH-11002,Engineering Chemistry LAB,10,4290,Div-1,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4295,Div-6,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4295,Div-6,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4295,Div-6,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4295,Div-6,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4290,Div-1,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4290,Div-1,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4290,Div-1,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4299,Div-10,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4299,Div-10,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4299,Div-10,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4299,Div-10,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410925008,280,MA-11001,Engineering Mathematics-I,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411103024,291,EE-11001,Basic Electrical Engineering ,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411103024,295,EE-11002,Basic Electrical Engineering -LAB,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410306023,292,ME-11002,Engineering Graphics,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410306023,296,ME-11003,Engineering Graphics-LAB,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4291,Div-2,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411017027,293,CH-11001,Engineering Chemistry,10,4290,Div-1,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411017027,294,CH-11002,Engineering Chemistry LAB,10,4290,Div-1,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411103024,291,EE-11001,Basic Electrical Engineering ,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411103024,295,EE-11002,Basic Electrical Engineering -LAB,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410306023,292,ME-11002,Engineering Graphics,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410306023,296,ME-11003,Engineering Graphics-LAB,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4291,Div-2,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,411017027,293,CH-11001,Engineering Chemistry,10,4290,Div-1,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411017027,294,CH-11002,Engineering Chemistry LAB,10,4290,Div-1,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,4199006011,283,ME-11001,Basic Mechanical Engineering,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,4196001015,282,CE-11001,Engineering Mechanics,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4296,Div-7,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,4199006011,283,ME-11001,Basic Mechanical Engineering,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,4196001015,282,CE-11001,Engineering Mechanics,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4296,Div-7,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,4199006011,283,ME-11001,Basic Mechanical Engineering,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,4196001015,282,CE-11001,Engineering Mechanics,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4296,Div-7,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410003002,291,EE-11001,Basic Electrical Engineering ,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410003002,295,EE-11002,Basic Electrical Engineering -LAB,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,419906016,292,ME-11002,Engineering Graphics,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,419906016,296,ME-11003,Engineering Graphics-LAB,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410919004,281,PH-11001,Engineering Physics-I,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410919004,287,PH-11002,Engineering Physics-I LAB,10,4292,Div-3,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410919005,281,PH-11001,Engineering Physics-I,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410919005,287,PH-11002,Engineering Physics-I LAB,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,4199006011,283,ME-11001,Basic Mechanical Engineering,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,4196001015,282,CE-11001,Engineering Mechanics,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410003002,291,EE-11001,Basic Electrical Engineering ,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410003002,295,EE-11002,Basic Electrical Engineering -LAB,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,419906016,292,ME-11002,Engineering Graphics,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,419906016,296,ME-11003,Engineering Graphics-LAB,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410919004,281,PH-11001,Engineering Physics-I,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410919004,287,PH-11002,Engineering Physics-I LAB,10,4292,Div-3,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4296,Div-7,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410003002,291,EE-11001,Basic Electrical Engineering ,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410003002,295,EE-11002,Basic Electrical Engineering -LAB,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,419906016,292,ME-11002,Engineering Graphics,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,419906016,296,ME-11003,Engineering Graphics-LAB,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410919004,281,PH-11001,Engineering Physics-I,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410919004,287,PH-11002,Engineering Physics-I LAB,10,4292,Div-3,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410003002,291,EE-11001,Basic Electrical Engineering ,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410003002,295,EE-11002,Basic Electrical Engineering -LAB,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,419906016,292,ME-11002,Engineering Graphics,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,419906016,296,ME-11003,Engineering Graphics-LAB,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410919004,281,PH-11001,Engineering Physics-I,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410919004,287,PH-11002,Engineering Physics-I LAB,10,4292,Div-3,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411103024,291,EE-11001,Basic Electrical Engineering ,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,411103024,295,EE-11002,Basic Electrical Engineering -LAB,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410306023,292,ME-11002,Engineering Graphics,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410306023,296,ME-11003,Engineering Graphics-LAB,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4291,Div-2,15,Semester I,8,Metallurgical Engineering,3,,UG,2014
COEP,410919005,281,PH-11001,Engineering Physics-I,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410919005,287,PH-11002,Engineering Physics-I LAB,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410919005,281,PH-11001,Engineering Physics-I,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410919005,287,PH-11002,Engineering Physics-I LAB,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410919005,281,PH-11001,Engineering Physics-I,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410919005,287,PH-11002,Engineering Physics-I LAB,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410919005,281,PH-11001,Engineering Physics-I,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,410919005,287,PH-11002,Engineering Physics-I LAB,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411103024,291,EE-11001,Basic Electrical Engineering ,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411103024,295,EE-11002,Basic Electrical Engineering -LAB,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410306023,292,ME-11002,Engineering Graphics,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410306023,296,ME-11003,Engineering Graphics-LAB,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410319002,281,PH-11001,Engineering Physics-I,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410319002,287,PH-11002,Engineering Physics-I LAB,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,411125017,280,MA-11001,Engineering Mathematics-I,10,4291,Div-2,25,Semester I,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410906027,283,ME-11001,Basic Mechanical Engineering,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,411117028,285,CT-11002,Computer Programming LAB,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,419601027,282,CE-11001,Engineering Mechanics,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,411117028,284,CT-11001,Fundamentals of Computer Programminng,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4298,Div-9,27,Semester I,1,Electrical Engineering,7,,UG,2014
COEP,410906027,283,ME-11001,Basic Mechanical Engineering,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,411117028,285,CT-11002,Computer Programming LAB,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,419601027,282,CE-11001,Engineering Mechanics,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,411117028,284,CT-11001,Fundamentals of Computer Programminng,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4298,Div-9,5,Semester I,3,Computer Engineering,8,,UG,2014
COEP,410906027,283,ME-11001,Basic Mechanical Engineering,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411117028,285,CT-11002,Computer Programming LAB,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,419601027,282,CE-11001,Engineering Mechanics,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411117028,284,CT-11001,Fundamentals of Computer Programminng,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4298,Div-9,7,Semester I,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,410906027,283,ME-11001,Basic Mechanical Engineering,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411117028,285,CT-11002,Computer Programming LAB,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,419601027,282,CE-11001,Engineering Mechanics,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411117028,284,CT-11001,Fundamentals of Computer Programminng,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4298,Div-9,9,Semester I,5,Information Technology ,8,,UG,2014
COEP,410906027,283,ME-11001,Basic Mechanical Engineering,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411117028,285,CT-11002,Computer Programming LAB,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,419601027,282,CE-11001,Engineering Mechanics,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411117028,284,CT-11001,Fundamentals of Computer Programminng,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411117030,286,ML-11001,Professional Ethics,10,4298,Div-9,11,Semester I,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,411325047,280,MA-11001,Engineering Mathematics-I,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411019010,281,PH-11001,Engineering Physics-I,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,411019010,287,PH-11002,Engineering Physics-I LAB,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410003008,291,EE-11001,Basic Electrical Engineering ,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410003008,295,EE-11002,Basic Electrical Engineering -LAB,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,4103006004,292,ME-11002,Engineering Graphics,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,4103006004,296,ME-11003,Engineering Graphics-LAB,10,4293,Div-4,3,Semester I,2,Civil Engineering,9,,UG,2014
COEP,410003008,291,EE-11001,Basic Electrical Engineering ,10,4293,Div-4,13,Semester I,7,Mechanical Engineering,4,,UG,2014
COEP,410003008,295,EE-11002,Basic Electrical Engineering -LAB,10,4293,Div-4,13,Semester I,7,Mechanical Engineering,4,,UG,2014
